Token ID	Source Token	Source Lemma	Source POS	Target POS	Translated Token	Translated Lemma	Synset ID	Link in Dictionary?	POS Match?	Target Sentence	Source Sentence
d000.s001.s002	posturing	posturing	n	x(x)	पोस्टिंग	पोस्टिंग	bn:00063819n	False	FALSE	U.N.N-N के जलवायु सम्मेलन की विशेषता इतनी दूर तक अनियंत्रित पोस्टिंग और आपसी पुनर्वास - - एक दस्तावेज़ के रिलीज़ के साथ शुक्रवार को फिर से केंद्रित किया अगले 40 वर्षों के दौरान, अमीर राष्ट्रों के दबाव का सामना करने के लिए पिछले 40 साल के दौरान.	The U.N.-sponsored climate conference -- characterized so far by unruly posturing and mutual recriminations -- gained renewed focus Friday with the release of a document outlining ambitious greenhouse-gas reductions over the next 40 years , with industrialized nations shouldering most of the burden in the near term .
wf	and	and	 	 	 	 
wf	mutual	mutual	 	 	 	 
d000.s001.s003	recriminations	recrimination	n	x(x)	पुनर्वास	पुनर्वास	bn:00066603n	False	FALSE	U.N.N-N के जलवायु सम्मेलन की विशेषता इतनी दूर तक अनियंत्रित पोस्टिंग और आपसी पुनर्वास - - एक दस्तावेज़ के रिलीज़ के साथ शुक्रवार को फिर से केंद्रित किया अगले 40 वर्षों के दौरान, अमीर राष्ट्रों के दबाव का सामना करने के लिए पिछले 40 साल के दौरान.	The U.N.-sponsored climate conference -- characterized so far by unruly posturing and mutual recriminations -- gained renewed focus Friday with the release of a document outlining ambitious greenhouse-gas reductions over the next 40 years , with industrialized nations shouldering most of the burden in the near term .
wf	--	--	 	 	 	 
wf	gained	gain	 	 	 	 
wf	renewed	renew	 	 	 	 
d000.s001.s004	focus	focus	n	x(x)	केंद्रित	केंद्रित	bn:00017153n	False	FALSE	U.N.N-N के जलवायु सम्मेलन की विशेषता इतनी दूर तक अनियंत्रित पोस्टिंग और आपसी पुनर्वास - - एक दस्तावेज़ के रिलीज़ के साथ शुक्रवार को फिर से केंद्रित किया अगले 40 वर्षों के दौरान, अमीर राष्ट्रों के दबाव का सामना करने के लिए पिछले 40 साल के दौरान.	The U.N.-sponsored climate conference -- characterized so far by unruly posturing and mutual recriminations -- gained renewed focus Friday with the release of a document outlining ambitious greenhouse-gas reductions over the next 40 years , with industrialized nations shouldering most of the burden in the near term .
d000.s001.s005	Friday	friday	n	x(x)	शुक्रवार	शुक्रवार	bn:00036512n	False	FALSE	U.N.N-N के जलवायु सम्मेलन की विशेषता इतनी दूर तक अनियंत्रित पोस्टिंग और आपसी पुनर्वास - - एक दस्तावेज़ के रिलीज़ के साथ शुक्रवार को फिर से केंद्रित किया अगले 40 वर्षों के दौरान, अमीर राष्ट्रों के दबाव का सामना करने के लिए पिछले 40 साल के दौरान.	The U.N.-sponsored climate conference -- characterized so far by unruly posturing and mutual recriminations -- gained renewed focus Friday with the release of a document outlining ambitious greenhouse-gas reductions over the next 40 years , with industrialized nations shouldering most of the burden in the near term .
wf	with	with	 	 	 	 
wf	the	the	 	 	 	 
d000.s001.s006	release	release	n	x(x)	रिलीज़	रिलीज़	bn:00067024n	False	FALSE	U.N.N-N के जलवायु सम्मेलन की विशेषता इतनी दूर तक अनियंत्रित पोस्टिंग और आपसी पुनर्वास - - एक दस्तावेज़ के रिलीज़ के साथ शुक्रवार को फिर से केंद्रित किया अगले 40 वर्षों के दौरान, अमीर राष्ट्रों के दबाव का सामना करने के लिए पिछले 40 साल के दौरान.	The U.N.-sponsored climate conference -- characterized so far by unruly posturing and mutual recriminations -- gained renewed focus Friday with the release of a document outlining ambitious greenhouse-gas reductions over the next 40 years , with industrialized nations shouldering most of the burden in the near term .
wf	of	of	 	 	 	 
wf	a	a	 	 	 	 
d000.s001.s007	document	document	n	x(x)	दस्तावेज़	दस्तावेज़	bn:00028015n	False	FALSE	U.N.N-N के जलवायु सम्मेलन की विशेषता इतनी दूर तक अनियंत्रित पोस्टिंग और आपसी पुनर्वास - - एक दस्तावेज़ के रिलीज़ के साथ शुक्रवार को फिर से केंद्रित किया अगले 40 वर्षों के दौरान, अमीर राष्ट्रों के दबाव का सामना करने के लिए पिछले 40 साल के दौरान.	The U.N.-sponsored climate conference -- characterized so far by unruly posturing and mutual recriminations -- gained renewed focus Friday with the release of a document outlining ambitious greenhouse-gas reductions over the next 40 years , with industrialized nations shouldering most of the burden in the near term .
wf	outlining	outline	 	 	 	 
wf	ambitious	ambitious	 	 	 	 
wf	greenhouse-gas	greenhouse-gas	 	 	 	 
d000.s001.s008	reductions	reduction	 	 	 	 
wf	over	over	 	 	 	 
wf	the	the	 	 	 	 
wf	next	next	 	 	 	 
wf	40	40	 	 	 	 
d000.s001.s009	years	year	n	x(x)	वर्षों	वर्षों	bn:00078738n	False	FALSE	U.N.N-N के जलवायु सम्मेलन की विशेषता इतनी दूर तक अनियंत्रित पोस्टिंग और आपसी पुनर्वास - - एक दस्तावेज़ के रिलीज़ के साथ शुक्रवार को फिर से केंद्रित किया अगले 40 वर्षों के दौरान, अमीर राष्ट्रों के दबाव का सामना करने के लिए पिछले 40 साल के दौरान.	The U.N.-sponsored climate conference -- characterized so far by unruly posturing and mutual recriminations -- gained renewed focus Friday with the release of a document outlining ambitious greenhouse-gas reductions over the next 40 years , with industrialized nations shouldering most of the burden in the near term .
wf	,	,	 	 	 	 
wf	with	with	 	 	 	 
wf	industrialized	industrialize	 	 	 	 
wf	nations	nation	 	 	 	 
wf	shouldering	shoulder	 	 	 	 
wf	most	most	 	 	 	 
wf	of	of	 	 	 	 
wf	the	the	 	 	 	 
d000.s001.s010	burden	burden	n	x(x)	दबाव	दबाव	bn:00013941n	False	FALSE	U.N.N-N के जलवायु सम्मेलन की विशेषता इतनी दूर तक अनियंत्रित पोस्टिंग और आपसी पुनर्वास - - एक दस्तावेज़ के रिलीज़ के साथ शुक्रवार को फिर से केंद्रित किया अगले 40 वर्षों के दौरान, अमीर राष्ट्रों के दबाव का सामना करने के लिए पिछले 40 साल के दौरान.	The U.N.-sponsored climate conference -- characterized so far by unruly posturing and mutual recriminations -- gained renewed focus Friday with the release of a document outlining ambitious greenhouse-gas reductions over the next 40 years , with industrialized nations shouldering most of the burden in the near term .
wf	in	in	 	 	 	 
wf	the	the	 	 	 	 
wf	near	near	 	 	 	 
d000.s001.s011	term	term	n	x(x)	साल	साल	bn:00076588n	False	FALSE	U.N.N-N के जलवायु सम्मेलन की विशेषता इतनी दूर तक अनियंत्रित पोस्टिंग और आपसी पुनर्वास - - एक दस्तावेज़ के रिलीज़ के साथ शुक्रवार को फिर से केंद्रित किया अगले 40 वर्षों के दौरान, अमीर राष्ट्रों के दबाव का सामना करने के लिए पिछले 40 साल के दौरान.	The U.N.-sponsored climate conference -- characterized so far by unruly posturing and mutual recriminations -- gained renewed focus Friday with the release of a document outlining ambitious greenhouse-gas reductions over the next 40 years , with industrialized nations shouldering most of the burden in the near term .
wf	.	.	 	 	 	 
wf	The	the	 	 	 	 
d000.s002.s000	text	text	n	x(x)	पाठ	पाठ	bn:00076732n	False	FALSE	इस पाठ में, जो एक अंतिम राजनीतिक सौदा प्रदान कर सकता था, ग्रीनहाउस गैसों को नियंत्रित करने के लिए आधार प्रदान कर सकता था ।	The text , which could provide the basis for a final political deal to regulate greenhouse gases , highlighted the remaining obstacles as much as it illuminated a path forward .
wf	,	,	 	 	 	 
wf	which	which	 	 	 	 
wf	could	could	 	 	 	 
wf	provide	provide	 	 	 	 
wf	the	the	 	 	 	 
d000.s002.s001	basis	basis	n	x(x)	आधार	आधार	bn:00008786n	False	FALSE	इस पाठ में, जो एक अंतिम राजनीतिक सौदा प्रदान कर सकता था, ग्रीनहाउस गैसों को नियंत्रित करने के लिए आधार प्रदान कर सकता था ।	The text , which could provide the basis for a final political deal to regulate greenhouse gases , highlighted the remaining obstacles as much as it illuminated a path forward .
wf	for	for	 	 	 	 
wf	a	a	 	 	 	 
wf	final	final	 	 	 	 
wf	political	political	 	 	 	 
d000.s002.s002	deal	deal	n	x(x)	सौदा	सौदा	bn:00008568n	False	FALSE	इस पाठ में, जो एक अंतिम राजनीतिक सौदा प्रदान कर सकता था, ग्रीनहाउस गैसों को नियंत्रित करने के लिए आधार प्रदान कर सकता था ।	The text , which could provide the basis for a final political deal to regulate greenhouse gases , highlighted the remaining obstacles as much as it illuminated a path forward .
wf	to	to	 	 	 	 
wf	regulate	regulate	 	 	 	 
d000.s002.s003	greenhouse gases	greenhouse gas	n	x(x)	ग्रीनहाउस	ग्रीनहाउस	bn:00041712n	False	FALSE	इस पाठ में, जो एक अंतिम राजनीतिक सौदा प्रदान कर सकता था, ग्रीनहाउस गैसों को नियंत्रित करने के लिए आधार प्रदान कर सकता था ।	The text , which could provide the basis for a final political deal to regulate greenhouse gases , highlighted the remaining obstacles as much as it illuminated a path forward .
wf	,	,	 	 	 	 
wf	highlighted	highlight	 	 	 	 
wf	the	the	 	 	 	 
wf	remaining	remain	 	 	 	 
d000.s002.s004	obstacles	obstacle	 	 	 	 
wf	as	as	 	 	 	 
wf	much	much	 	 	 	 
wf	as	as	 	 	 	 
wf	it	it	 	 	 	 
wf	illuminated	illuminate	 	 	 	 
wf	a	a	 	 	 	 
d000.s002.s005	path	path	 	 	 	 
wf	forward	forward	 	 	 	 
wf	.	.	 	 	 	 
wf	But	but	 	 	 	 
wf	it	it	 	 	 	 
wf	was	be	 	 	 	 
wf	seen	see	 	 	 	 
wf	as	as	 	 	 	 
wf	an	a	 	 	 	 
wf	important	important	 	 	 	 
d000.s003.s000	advance	advance	n	x(x)	परिवर्तन	परिवर्तन	bn:00001549n	False	FALSE	लेकिन यह एक अति - महत्त्वपूर्ण परिवर्तन के रूप में देखा गया जो समय के बाहर चल रहा है, और अगले सप्ताह कोपेनहेगन में १०० से भी ज़्यादा विश्‍व नेताओं के साथ ।	But it was seen as an important advance in a negotiation that is running out of time , with more than 100 world leaders arriving in Copenhagen next week .
wf	in	in	 	 	 	 
wf	a	a	 	 	 	 
d000.s003.s001	negotiation	negotiation	 	 	 	 
wf	that	that	 	 	 	 
wf	is	be	 	 	 	 
wf	running	run	 	 	 	 
wf	out	out	 	 	 	 
wf	of	of	 	 	 	 
d000.s003.s002	time	time	n	x(x)	समय	समय	bn:00077267n	False	FALSE	लेकिन यह एक अति - महत्त्वपूर्ण परिवर्तन के रूप में देखा गया जो समय के बाहर चल रहा है, और अगले सप्ताह कोपेनहेगन में १०० से भी ज़्यादा विश्‍व नेताओं के साथ ।	But it was seen as an important advance in a negotiation that is running out of time , with more than 100 world leaders arriving in Copenhagen next week .
wf	,	,	 	 	 	 
wf	with	with	 	 	 	 
wf	more	more	 	 	 	 
wf	than	than	 	 	 	 
wf	100	100	 	 	 	 
d000.s003.s003	world	world	 	 	 	 
d000.s003.s004	leaders	leader	n	x(x)	नेताओं	नेताओं	bn:00050371n	False	FALSE	लेकिन यह एक अति - महत्त्वपूर्ण परिवर्तन के रूप में देखा गया जो समय के बाहर चल रहा है, और अगले सप्ताह कोपेनहेगन में १०० से भी ज़्यादा विश्‍व नेताओं के साथ ।	But it was seen as an important advance in a negotiation that is running out of time , with more than 100 world leaders arriving in Copenhagen next week .
wf	arriving	arrive	 	 	 	 
wf	in	in	 	 	 	 
d000.s003.s005	Copenhagen	copenhagen	n	x(x)	कोपेनहेगन	कोपेनहेगन	bn:00022479n	False	FALSE	लेकिन यह एक अति - महत्त्वपूर्ण परिवर्तन के रूप में देखा गया जो समय के बाहर चल रहा है, और अगले सप्ताह कोपेनहेगन में १०० से भी ज़्यादा विश्‍व नेताओं के साथ ।	But it was seen as an important advance in a negotiation that is running out of time , with more than 100 world leaders arriving in Copenhagen next week .
wf	next	next	 	 	 	 
d000.s003.s006	week	week	n	x(x)	सप्ताह	सप्ताह	bn:00014711n	False	FALSE	लेकिन यह एक अति - महत्त्वपूर्ण परिवर्तन के रूप में देखा गया जो समय के बाहर चल रहा है, और अगले सप्ताह कोपेनहेगन में १०० से भी ज़्यादा विश्‍व नेताओं के साथ ।	But it was seen as an important advance in a negotiation that is running out of time , with more than 100 world leaders arriving in Copenhagen next week .
wf	.	.	 	 	 	 
wf	Forged	forge	 	 	 	 
wf	by	by	 	 	 	 
wf	a	a	 	 	 	 
wf	U.N.	u.n.	 	 	 	 
wf	ad-hoc	ad-hoc	 	 	 	 
d000.s004.s000	working group	working_group	 	 	 	 
wf	,	,	 	 	 	 
wf	the	the	 	 	 	 
d000.s004.s001	text	text	 	 	 	 
wf	is	be	 	 	 	 
wf	silent	silent	 	 	 	 
wf	on	on	 	 	 	 
wf	how	how	 	 	 	 
wf	much	much	 	 	 	 
d000.s004.s002	money	money	 	 	 	 
wf	rich	rich	 	 	 	 
d000.s004.s003	countries	country	 	 	 	 
wf	would	would	 	 	 	 
wf	give	give	 	 	 	 
wf	poor	poor	 	 	 	 
d000.s004.s004	ones	one	 	 	 	 
wf	to	to	 	 	 	 
wf	cope	cope	 	 	 	 
wf	with	with	 	 	 	 
d000.s004.s005	global warming	global_warming	 	 	 	 
wf	over	over	 	 	 	 
wf	the	the	 	 	 	 
wf	short	short	 	 	 	 
wf	and	and	 	 	 	 
wf	long	long	 	 	 	 
d000.s004.s006	term	term	 	 	 	 
wf	.	.	 	 	 	 
wf	And	and	 	 	 	 
wf	it	it	 	 	 	 
wf	provides	provide	 	 	 	 
wf	a	a	 	 	 	 
d000.s005.s000	range	range	n	x(x)	सीमा	सीमा	bn:00003268n	False	FALSE	और यह मुख्य प्रश्‍नों के लिए विकल्पों की एक सीमा प्रदान करता है, जिसमें वे अपने कार्बन आउटपुट में कितना विकसित और बड़ा उभरने वाले होते, और विश्‍वव्यापी तापमान की ऊपरी सीमा क्या होती जो नीति बनानेवालों को सहन करने के लिए तैयार होता ।	And it provides a range of options for the key questions , including how developed and major emerging economies would cut their carbon output , and what would be the upper limit of global temperature rise that policymakers would be willing to tolerate .
wf	of	of	 	 	 	 
d000.s005.s001	options	option	n	x(x)	विकल्पों	विकल्पों	bn:00003132n	False	FALSE	और यह मुख्य प्रश्‍नों के लिए विकल्पों की एक सीमा प्रदान करता है, जिसमें वे अपने कार्बन आउटपुट में कितना विकसित और बड़ा उभरने वाले होते, और विश्‍वव्यापी तापमान की ऊपरी सीमा क्या होती जो नीति बनानेवालों को सहन करने के लिए तैयार होता ।	And it provides a range of options for the key questions , including how developed and major emerging economies would cut their carbon output , and what would be the upper limit of global temperature rise that policymakers would be willing to tolerate .
wf	for	for	 	 	 	 
wf	the	the	 	 	 	 
wf	key	key	 	 	 	 
d000.s005.s002	questions	question	n	x(x)	प्रश्‍नों	प्रश्‍नों	bn:00043267n	False	FALSE	और यह मुख्य प्रश्‍नों के लिए विकल्पों की एक सीमा प्रदान करता है, जिसमें वे अपने कार्बन आउटपुट में कितना विकसित और बड़ा उभरने वाले होते, और विश्‍वव्यापी तापमान की ऊपरी सीमा क्या होती जो नीति बनानेवालों को सहन करने के लिए तैयार होता ।	And it provides a range of options for the key questions , including how developed and major emerging economies would cut their carbon output , and what would be the upper limit of global temperature rise that policymakers would be willing to tolerate .
wf	,	,	 	 	 	 
wf	including	include	 	 	 	 
wf	how	how	 	 	 	 
wf	developed	developed	 	 	 	 
wf	and	and	 	 	 	 
wf	major	major	 	 	 	 
wf	emerging	emerge	 	 	 	 
wf	economies	economy	 	 	 	 
wf	would	would	 	 	 	 
wf	cut	cut	 	 	 	 
wf	their	they	 	 	 	 
wf	carbon	carbon	 	 	 	 
wf	output	output	 	 	 	 
wf	,	,	 	 	 	 
wf	and	and	 	 	 	 
wf	what	what	 	 	 	 
wf	would	would	 	 	 	 
wf	be	be	 	 	 	 
wf	the	the	 	 	 	 
d000.s005.s003	upper limit	upper limit	n	x(x)	सीमा	सीमा	bn:00053933n	False	FALSE	और यह मुख्य प्रश्‍नों के लिए विकल्पों की एक सीमा प्रदान करता है, जिसमें वे अपने कार्बन आउटपुट में कितना विकसित और बड़ा उभरने वाले होते, और विश्‍वव्यापी तापमान की ऊपरी सीमा क्या होती जो नीति बनानेवालों को सहन करने के लिए तैयार होता ।	And it provides a range of options for the key questions , including how developed and major emerging economies would cut their carbon output , and what would be the upper limit of global temperature rise that policymakers would be willing to tolerate .
wf	of	of	 	 	 	 
wf	global	global	 	 	 	 
d000.s005.s004	temperature	temperature	n	x(x)	तापमान	तापमान	bn:00076457n	True	FALSE	और यह मुख्य प्रश्‍नों के लिए विकल्पों की एक सीमा प्रदान करता है, जिसमें वे अपने कार्बन आउटपुट में कितना विकसित और बड़ा उभरने वाले होते, और विश्‍वव्यापी तापमान की ऊपरी सीमा क्या होती जो नीति बनानेवालों को सहन करने के लिए तैयार होता ।	And it provides a range of options for the key questions , including how developed and major emerging economies would cut their carbon output , and what would be the upper limit of global temperature rise that policymakers would be willing to tolerate .
d000.s005.s005	rise	rise	n	x(x)	उभरने	उभरने	bn:00067923n	False	FALSE	और यह मुख्य प्रश्‍नों के लिए विकल्पों की एक सीमा प्रदान करता है, जिसमें वे अपने कार्बन आउटपुट में कितना विकसित और बड़ा उभरने वाले होते, और विश्‍वव्यापी तापमान की ऊपरी सीमा क्या होती जो नीति बनानेवालों को सहन करने के लिए तैयार होता ।	And it provides a range of options for the key questions , including how developed and major emerging economies would cut their carbon output , and what would be the upper limit of global temperature rise that policymakers would be willing to tolerate .
wf	that	that	 	 	 	 
wf	policymakers	policymaker	 	 	 	 
wf	would	would	 	 	 	 
wf	be	be	 	 	 	 
wf	willing	willing	 	 	 	 
wf	to	to	 	 	 	 
wf	tolerate	tolerate	 	 	 	 
wf	.	.	 	 	 	 
wf	It	it	 	 	 	 
wf	gives	give	 	 	 	 
wf	a	a	 	 	 	 
d000.s006.s000	lot	lot	 	 	 	 
wf	of	of	 	 	 	 
d000.s006.s001	flexibility	flexibility	 	 	 	 
wf	to	to	 	 	 	 
wf	the	the	 	 	 	 
d000.s006.s002	process	process	 	 	 	 
wf	,	,	 	 	 	 
wf	said	say	 	 	 	 
wf	John	john	 	 	 	 
wf	Coequyt	coequyt	 	 	 	 
wf	,	,	 	 	 	 
wf	senior	senior	 	 	 	 
d000.s006.s003	Washington	washington	 	 	 	 
d000.s006.s004	representative	representative	 	 	 	 
wf	for	for	 	 	 	 
wf	the	the	 	 	 	 
wf	Sierra	sierra	 	 	 	 
wf	Club	club	 	 	 	 
wf	.	.	 	 	 	 
wf	Michael	michael	 	 	 	 
wf	Zammit	zammit	 	 	 	 
wf	Cutajar	cutajar	 	 	 	 
wf	,	,	 	 	 	 
wf	who	who	 	 	 	 
wf	drafted	draft	 	 	 	 
wf	the	the	 	 	 	 
wf	six-page	six-page	 	 	 	 
d000.s007.s000	document	document	n	x(x)	दस्तावेज़	दस्तावेज़	bn:00028015n	False	FALSE	माइकल Jueje, जो छह पृष्ठ के दस्तावेज़ का समर्थन करते हैं, एक 180-पृष्ठ पाठ तैयार करता है जो कि यू.N.N.एस.एस.एस.एस.एस.केआईडी , यू.	Michael Zammit Cutajar , who drafted the six-page document , boiled down a 180-page negotiation text to focus on what the U.N. 's top climate official , Yvo de Boer , described as `` the big picture . ''
wf	,	,	 	 	 	 
wf	boiled	boil	 	 	 	 
wf	down	down	 	 	 	 
wf	a	a	 	 	 	 
wf	180-page	180-page	 	 	 	 
d000.s007.s001	negotiation	negotiation	 	 	 	 
d000.s007.s002	text	text	n	x(x)	पाठ	पाठ	bn:00076732n	False	FALSE	माइकल Jueje, जो छह पृष्ठ के दस्तावेज़ का समर्थन करते हैं, एक 180-पृष्ठ पाठ तैयार करता है जो कि यू.N.N.एस.एस.एस.एस.एस.केआईडी , यू.	Michael Zammit Cutajar , who drafted the six-page document , boiled down a 180-page negotiation text to focus on what the U.N. 's top climate official , Yvo de Boer , described as `` the big picture . ''
wf	to	to	 	 	 	 
wf	focus	focus	 	 	 	 
wf	on	on	 	 	 	 
wf	what	what	 	 	 	 
wf	the	the	 	 	 	 
wf	U.N.	u.n.	 	 	 	 
wf	's	's	 	 	 	 
wf	top	top	 	 	 	 
d000.s007.s003	climate	climate	 	 	 	 
d000.s007.s004	official	official	 	 	 	 
wf	,	,	 	 	 	 
wf	Yvo	yvo	 	 	 	 
wf	de	de	 	 	 	 
wf	Boer	boer	 	 	 	 
wf	,	,	 	 	 	 
wf	described	describe	 	 	 	 
wf	as	as	 	 	 	 
wf	``	``	 	 	 	 
wf	the	the	 	 	 	 
wf	big	big	 	 	 	 
d000.s007.s005	picture	picture	 	 	 	 
wf	.	.	 	 	 	 
wf	''	''	 	 	 	 
wf	It	it	 	 	 	 
wf	shows	show	 	 	 	 
wf	the	the	 	 	 	 
d000.s008.s000	outlines	outline	 	 	 	 
wf	for	for	 	 	 	 
wf	a	a	 	 	 	 
wf	possible	possible	 	 	 	 
d000.s008.s001	deal	deal	n	x(x)	सौदा	सौदा	bn:00008568n	False	FALSE	यह दिखाता है कि एक संभव सौदा के लिए, जिस में औद्योगिक राष्ट्र १९९० के स्तर की तुलना में २० से ४५ प्रतिशत की तुलना में अपनी उत्सर्जन को सामूहिक रूप से काट लेंगे, जबकि बड़े विकासशील देश उसी अवधि में १५ से ३० प्रतिशत तक अपना ख़र्च करेंगे ।	It shows the outlines for a possible deal , in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels , while major developing countries would reduce theirs during the same period by 15 to 30 percent .
wf	,	,	 	 	 	 
wf	in	in	 	 	 	 
wf	which	which	 	 	 	 
wf	industrial	industrial	 	 	 	 
wf	nations	nation	 	 	 	 
wf	would	would	 	 	 	 
wf	collectively	collectively	 	 	 	 
wf	cut	cut	 	 	 	 
wf	their	they	 	 	 	 
d000.s008.s002	emissions	emission	n	x(x)	उत्सर्जन	उत्सर्जन	bn:00027473n	False	FALSE	यह दिखाता है कि एक संभव सौदा के लिए, जिस में औद्योगिक राष्ट्र १९९० के स्तर की तुलना में २० से ४५ प्रतिशत की तुलना में अपनी उत्सर्जन को सामूहिक रूप से काट लेंगे, जबकि बड़े विकासशील देश उसी अवधि में १५ से ३० प्रतिशत तक अपना ख़र्च करेंगे ।	It shows the outlines for a possible deal , in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels , while major developing countries would reduce theirs during the same period by 15 to 30 percent .
wf	by	by	 	 	 	 
wf	2020	2020	 	 	 	 
wf	by	by	 	 	 	 
wf	25	25	 	 	 	 
wf	to	to	 	 	 	 
wf	45	45	 	 	 	 
d000.s008.s003	percent	percent	n	x(x)	प्रतिशत	प्रतिशत	bn:00061135n	False	FALSE	यह दिखाता है कि एक संभव सौदा के लिए, जिस में औद्योगिक राष्ट्र १९९० के स्तर की तुलना में २० से ४५ प्रतिशत की तुलना में अपनी उत्सर्जन को सामूहिक रूप से काट लेंगे, जबकि बड़े विकासशील देश उसी अवधि में १५ से ३० प्रतिशत तक अपना ख़र्च करेंगे ।	It shows the outlines for a possible deal , in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels , while major developing countries would reduce theirs during the same period by 15 to 30 percent .
wf	compared	compare	 	 	 	 
wf	with	with	 	 	 	 
wf	1990	1990	 	 	 	 
d000.s008.s004	levels	level	n	x(x)	स्तर	स्तर	bn:00025966n	False	FALSE	यह दिखाता है कि एक संभव सौदा के लिए, जिस में औद्योगिक राष्ट्र १९९० के स्तर की तुलना में २० से ४५ प्रतिशत की तुलना में अपनी उत्सर्जन को सामूहिक रूप से काट लेंगे, जबकि बड़े विकासशील देश उसी अवधि में १५ से ३० प्रतिशत तक अपना ख़र्च करेंगे ।	It shows the outlines for a possible deal , in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels , while major developing countries would reduce theirs during the same period by 15 to 30 percent .
wf	,	,	 	 	 	 
wf	while	while	 	 	 	 
wf	major	major	 	 	 	 
d000.s008.s005	developing countries	developing country	n	x(x)	विकासशील	विकासशील	bn:00026694n	False	FALSE	यह दिखाता है कि एक संभव सौदा के लिए, जिस में औद्योगिक राष्ट्र १९९० के स्तर की तुलना में २० से ४५ प्रतिशत की तुलना में अपनी उत्सर्जन को सामूहिक रूप से काट लेंगे, जबकि बड़े विकासशील देश उसी अवधि में १५ से ३० प्रतिशत तक अपना ख़र्च करेंगे ।	It shows the outlines for a possible deal , in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels , while major developing countries would reduce theirs during the same period by 15 to 30 percent .
wf	would	would	 	 	 	 
wf	reduce	reduce	 	 	 	 
wf	theirs	theirs	 	 	 	 
wf	during	during	 	 	 	 
wf	the	the	 	 	 	 
wf	same	same	 	 	 	 
d000.s008.s006	period	period	n	x(x)	अवधि	अवधि	bn:00061605n	False	FALSE	यह दिखाता है कि एक संभव सौदा के लिए, जिस में औद्योगिक राष्ट्र १९९० के स्तर की तुलना में २० से ४५ प्रतिशत की तुलना में अपनी उत्सर्जन को सामूहिक रूप से काट लेंगे, जबकि बड़े विकासशील देश उसी अवधि में १५ से ३० प्रतिशत तक अपना ख़र्च करेंगे ।	It shows the outlines for a possible deal , in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels , while major developing countries would reduce theirs during the same period by 15 to 30 percent .
wf	by	by	 	 	 	 
wf	15	15	 	 	 	 
wf	to	to	 	 	 	 
wf	30	30	 	 	 	 
